nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,jahr_letzte_wahl,uebereinstimmung_regierung,interessen
647,23,divers,Hessen,progressiv,SPD,nie,Migration,Spiegel,2,False,,0.73,"Sport, Politik, Reisen"
648,33,männlich,Sachsen,konservativ,Grüne,immer,Migration,FAZ,6,False,2024.0,0.76,"Klima, Technologie, Essen"
649,32,divers,Hamburg,konservativ,AfD,immer,Klima,TikTok,4,False,,0.49,"Essen, Bildung, Wirtschaft"
650,48,männlich,Hessen,progressiv,FDP,gelegentlich,Gesundheit,FAZ,6,True,,0.18,"Musik, Wirtschaft, Sport"
651,42,männlich,Sachsen,progressiv,FDP,immer,Gesundheit,TikTok,0,True,2021.0,0.68,"Essen, Technologie, Musik"
652,26,weiblich,Bayern,zentristisch,FDP,immer,Migration,YouTube,8,False,2017.0,0.07,"Bildung, Essen, Technologie"
653,58,weiblich,Bayern,zentristisch,FDP,nie,Bildung,Facebook-Gruppen,9,True,2024.0,0.72,"Technologie, Klima, Bildung"
654,56,divers,Hamburg,liberal,Die Linke,immer,Bildung,Spiegel,1,True,,0.73,"Politik, Reisen, Essen"
655,47,männlich,Sachsen,konservativ,CDU,nie,Steuern,Spiegel,7,False,2017.0,0.3,"Klima, Technologie, Bildung"
656,74,männlich,Sachsen,progressiv,CDU,immer,Sicherheit,YouTube,8,True,2024.0,0.42,"Klima, Musik, Technologie"
657,22,divers,Hessen,zentristisch,Grüne,gelegentlich,Migration,TikTok,0,False,2024.0,0.83,"Politik, Essen, Klima"
658,35,männlich,Berlin,konservativ,AfD,gelegentlich,Gesundheit,YouTube,5,True,2021.0,0.72,"Wirtschaft, Essen, Sport"
659,74,weiblich,NRW,progressiv,CDU,nie,Gesundheit,Telegram,0,True,2024.0,0.43,"Klima, Politik, Technologie"
660,31,divers,Bayern,progressiv,Grüne,immer,Gesundheit,YouTube,2,False,2021.0,0.33,"Bildung, Politik, Wirtschaft"
661,70,männlich,NRW,zentristisch,SPD,gelegentlich,Klima,TikTok,4,True,2017.0,0.72,"Bildung, Technologie, Sport"
662,67,weiblich,Bayern,zentristisch,SPD,immer,Bildung,Facebook-Gruppen,0,False,,0.1,"Musik, Reisen, Bildung"
663,60,divers,Bayern,konservativ,CDU,nie,Bildung,TikTok,7,False,,0.42,"Technologie, Politik, Reisen"
664,62,divers,Hessen,konservativ,Grüne,immer,Gesundheit,Facebook-Gruppen,0,False,2021.0,0.94,"Essen, Musik, Politik"
665,33,männlich,Hessen,zentristisch,Grüne,immer,Gesundheit,YouTube,2,True,2017.0,0.87,"Musik, Technologie, Reisen"
666,57,weiblich,NRW,progressiv,AfD,immer,Gesundheit,Telegram,2,False,2024.0,0.72,"Klima, Wirtschaft, Technologie"
667,65,divers,Bayern,liberal,Die Linke,gelegentlich,Gesundheit,TikTok,6,False,,0.91,"Klima, Reisen, Bildung"
668,58,weiblich,Berlin,progressiv,Grüne,gelegentlich,Sicherheit,Telegram,5,False,2021.0,0.92,"Bildung, Essen, Musik"
669,31,weiblich,Bayern,zentristisch,Die Linke,immer,Klima,Facebook-Gruppen,5,False,2021.0,0.56,"Klima, Sport, Musik"
670,21,männlich,Sachsen,konservativ,FDP,gelegentlich,Migration,Tagesschau,10,True,,0.84,"Reisen, Sport, Essen"
671,72,divers,Sachsen,liberal,Die Linke,immer,Migration,Facebook-Gruppen,2,True,,0.97,"Wirtschaft, Politik, Musik"
672,28,weiblich,Hessen,konservativ,Grüne,immer,Bildung,FAZ,0,False,,0.04,"Sport, Wirtschaft, Technologie"
673,45,weiblich,Sachsen,zentristisch,AfD,gelegentlich,Migration,FAZ,1,True,,0.23,"Sport, Wirtschaft, Politik"
674,29,weiblich,Hamburg,zentristisch,CDU,immer,Gesundheit,Spiegel,4,False,2017.0,0.21,"Bildung, Politik, Technologie"
675,53,weiblich,Sachsen,konservativ,AfD,immer,Gesundheit,Facebook-Gruppen,9,True,2021.0,0.69,"Technologie, Wirtschaft, Politik"
676,22,weiblich,Bayern,liberal,Die Linke,immer,Gesundheit,TikTok,5,False,,0.69,"Bildung, Musik, Essen"
677,19,weiblich,Sachsen,progressiv,SPD,immer,Bildung,Spiegel,9,False,,0.32,"Klima, Sport, Politik"
678,35,divers,Berlin,zentristisch,Grüne,gelegentlich,Migration,Spiegel,7,False,2024.0,0.03,"Musik, Essen, Klima"
679,45,divers,NRW,zentristisch,AfD,nie,Sicherheit,Spiegel,6,True,2017.0,0.74,"Sport, Wirtschaft, Politik"
680,60,divers,Sachsen,zentristisch,CDU,immer,Gesundheit,YouTube,0,True,2024.0,0.58,"Technologie, Politik, Klima"
681,29,divers,Sachsen,konservativ,Grüne,immer,Sicherheit,YouTube,7,False,2024.0,0.78,"Technologie, Klima, Bildung"
682,38,weiblich,NRW,liberal,Grüne,gelegentlich,Steuern,Facebook-Gruppen,2,True,,0.84,"Bildung, Musik, Klima"
683,57,divers,Hamburg,konservativ,FDP,immer,Gesundheit,YouTube,7,False,,0.95,"Musik, Klima, Bildung"
684,38,männlich,Hamburg,progressiv,AfD,immer,Sicherheit,FAZ,9,True,2017.0,0.98,"Wirtschaft, Sport, Musik"
685,40,weiblich,Hamburg,liberal,SPD,gelegentlich,Steuern,FAZ,5,False,2021.0,0.92,"Technologie, Politik, Bildung"
686,73,divers,Hessen,progressiv,SPD,immer,Sicherheit,FAZ,2,False,2017.0,0.12,"Wirtschaft, Bildung, Technologie"
687,31,männlich,Berlin,zentristisch,AfD,immer,Migration,TikTok,0,True,2021.0,0.38,"Politik, Essen, Musik"
688,41,weiblich,Berlin,konservativ,FDP,gelegentlich,Sicherheit,FAZ,0,True,2017.0,0.94,"Politik, Klima, Musik"
689,23,weiblich,Berlin,liberal,AfD,gelegentlich,Sicherheit,Facebook-Gruppen,1,False,2021.0,0.74,"Technologie, Reisen, Musik"
690,40,divers,NRW,liberal,AfD,immer,Steuern,FAZ,4,False,,0.21,"Essen, Wirtschaft, Politik"
691,26,männlich,Hessen,progressiv,FDP,immer,Bildung,Tagesschau,9,True,2017.0,0.7,"Essen, Wirtschaft, Bildung"
692,65,männlich,Hessen,progressiv,FDP,gelegentlich,Bildung,Spiegel,3,False,,0.45,"Wirtschaft, Musik, Klima"
693,45,männlich,Hessen,zentristisch,AfD,gelegentlich,Steuern,TikTok,9,True,2017.0,0.45,"Technologie, Wirtschaft, Musik"
694,19,weiblich,Berlin,zentristisch,SPD,gelegentlich,Gesundheit,Spiegel,6,True,2017.0,0.26,"Reisen, Technologie, Sport"
695,55,weiblich,Hamburg,liberal,AfD,immer,Migration,FAZ,6,False,2017.0,0.3,"Klima, Technologie, Bildung"
696,36,divers,Hamburg,konservativ,FDP,immer,Gesundheit,YouTube,4,False,2021.0,0.46,"Reisen, Sport, Technologie"
697,58,divers,NRW,zentristisch,SPD,immer,Steuern,Telegram,3,False,2021.0,0.64,"Politik, Sport, Musik"
698,30,männlich,Sachsen,konservativ,SPD,immer,Bildung,TikTok,9,True,2017.0,0.63,"Sport, Technologie, Klima"
699,34,männlich,Hamburg,konservativ,SPD,nie,Sicherheit,Telegram,9,False,,0.84,"Musik, Reisen, Essen"
700,74,männlich,Sachsen,progressiv,Grüne,immer,Sicherheit,Telegram,4,False,2021.0,0.88,"Technologie, Reisen, Bildung"
701,50,männlich,Bayern,zentristisch,AfD,immer,Steuern,FAZ,3,False,2024.0,0.66,"Klima, Musik, Politik"
702,68,divers,Berlin,konservativ,FDP,nie,Bildung,TikTok,7,True,2017.0,0.76,"Politik, Bildung, Reisen"
703,35,weiblich,Sachsen,progressiv,FDP,immer,Steuern,Telegram,1,True,2017.0,0.64,"Musik, Klima, Technologie"
704,68,weiblich,Berlin,zentristisch,SPD,gelegentlich,Steuern,Telegram,1,True,2021.0,0.74,"Essen, Reisen, Klima"
705,32,männlich,Hessen,konservativ,AfD,gelegentlich,Migration,YouTube,1,True,2024.0,0.02,"Politik, Sport, Technologie"
706,40,weiblich,NRW,konservativ,AfD,immer,Bildung,YouTube,8,False,2024.0,0.59,"Wirtschaft, Musik, Sport"
707,56,weiblich,Hamburg,zentristisch,Grüne,nie,Migration,YouTube,2,False,2021.0,0.01,"Bildung, Politik, Wirtschaft"
708,54,weiblich,Bayern,progressiv,FDP,nie,Sicherheit,Facebook-Gruppen,8,True,,0.22,"Wirtschaft, Politik, Klima"
709,34,weiblich,Hessen,liberal,SPD,immer,Migration,YouTube,6,False,2017.0,0.17,"Essen, Musik, Bildung"
710,43,divers,NRW,liberal,FDP,immer,Migration,Telegram,8,False,2021.0,0.42,"Wirtschaft, Essen, Klima"
711,71,weiblich,NRW,liberal,Die Linke,immer,Migration,YouTube,6,True,,0.13,"Bildung, Sport, Wirtschaft"
712,55,männlich,NRW,liberal,SPD,gelegentlich,Gesundheit,YouTube,6,False,2017.0,0.61,"Essen, Bildung, Wirtschaft"
713,58,männlich,Hamburg,progressiv,AfD,immer,Bildung,Telegram,5,True,,0.84,"Technologie, Sport, Wirtschaft"
714,33,männlich,Hessen,zentristisch,Die Linke,gelegentlich,Sicherheit,Tagesschau,2,False,2024.0,0.91,"Technologie, Bildung, Musik"
715,68,männlich,Berlin,zentristisch,Grüne,nie,Migration,Telegram,8,True,2024.0,0.38,"Sport, Technologie, Musik"
716,28,männlich,Hessen,liberal,SPD,immer,Bildung,Tagesschau,0,True,,0.43,"Wirtschaft, Sport, Politik"
717,38,männlich,Bayern,konservativ,SPD,gelegentlich,Bildung,Telegram,3,True,2021.0,0.14,"Klima, Technologie, Sport"
718,68,männlich,Sachsen,progressiv,CDU,immer,Bildung,YouTube,10,False,2024.0,0.84,"Musik, Reisen, Sport"
719,21,weiblich,Sachsen,progressiv,FDP,immer,Sicherheit,YouTube,6,False,,0.8,"Politik, Essen, Bildung"
720,25,divers,NRW,progressiv,AfD,gelegentlich,Steuern,Facebook-Gruppen,8,True,,0.02,"Klima, Musik, Politik"
721,75,divers,Berlin,liberal,AfD,immer,Steuern,FAZ,10,True,2017.0,0.59,"Technologie, Politik, Sport"
722,35,weiblich,Hamburg,konservativ,Grüne,immer,Migration,TikTok,1,True,2017.0,0.93,"Musik, Bildung, Sport"
723,26,weiblich,Hessen,zentristisch,AfD,gelegentlich,Klima,Tagesschau,3,True,2017.0,0.16,"Politik, Essen, Sport"
724,58,männlich,NRW,konservativ,FDP,gelegentlich,Steuern,YouTube,10,False,2024.0,0.56,"Bildung, Technologie, Klima"
725,20,divers,Sachsen,liberal,AfD,gelegentlich,Steuern,Facebook-Gruppen,2,True,,0.26,"Klima, Essen, Technologie"
726,74,weiblich,Sachsen,konservativ,Grüne,immer,Klima,Tagesschau,6,False,,0.88,"Politik, Technologie, Sport"
727,24,männlich,Berlin,konservativ,SPD,immer,Gesundheit,Spiegel,6,True,2024.0,0.6,"Klima, Reisen, Essen"
728,21,weiblich,Sachsen,zentristisch,SPD,gelegentlich,Klima,TikTok,7,True,2021.0,0.04,"Bildung, Essen, Wirtschaft"
729,51,männlich,Hessen,liberal,AfD,nie,Steuern,Tagesschau,8,False,2024.0,0.48,"Politik, Musik, Sport"
730,42,männlich,NRW,progressiv,AfD,gelegentlich,Bildung,FAZ,7,False,,0.59,"Politik, Musik, Bildung"
731,52,weiblich,Hamburg,liberal,FDP,gelegentlich,Migration,Tagesschau,7,True,2021.0,0.22,"Klima, Reisen, Politik"
732,58,männlich,Hessen,liberal,AfD,immer,Migration,Telegram,1,False,2017.0,0.95,"Bildung, Wirtschaft, Musik"
733,72,männlich,Sachsen,zentristisch,CDU,immer,Migration,Tagesschau,0,False,2024.0,0.52,"Musik, Essen, Klima"
734,67,divers,NRW,zentristisch,Grüne,immer,Klima,FAZ,3,False,2017.0,0.25,"Technologie, Bildung, Sport"
735,65,männlich,Sachsen,progressiv,Die Linke,gelegentlich,Bildung,Tagesschau,3,False,2021.0,0.55,"Technologie, Essen, Bildung"
736,67,divers,Hamburg,zentristisch,FDP,gelegentlich,Steuern,YouTube,4,True,,0.71,"Klima, Essen, Musik"
737,45,divers,Sachsen,liberal,CDU,gelegentlich,Klima,Spiegel,1,True,,0.59,"Sport, Bildung, Essen"
738,36,divers,NRW,liberal,AfD,immer,Steuern,Spiegel,7,False,2021.0,0.03,"Klima, Bildung, Politik"
739,25,weiblich,Berlin,progressiv,Die Linke,nie,Bildung,Facebook-Gruppen,9,False,2024.0,0.96,"Reisen, Essen, Sport"
740,48,divers,NRW,progressiv,Grüne,gelegentlich,Steuern,Telegram,0,False,2021.0,0.43,"Technologie, Bildung, Musik"
741,72,divers,Sachsen,konservativ,SPD,immer,Klima,YouTube,9,False,2017.0,0.76,"Essen, Musik, Politik"
742,35,divers,Hessen,konservativ,CDU,nie,Sicherheit,FAZ,7,False,2017.0,0.66,"Technologie, Wirtschaft, Musik"
743,56,männlich,Berlin,liberal,AfD,gelegentlich,Bildung,Spiegel,9,False,2021.0,0.77,"Musik, Essen, Sport"
744,46,divers,Hessen,zentristisch,Grüne,immer,Steuern,FAZ,3,True,2017.0,0.38,"Reisen, Essen, Wirtschaft"
745,65,männlich,Hessen,progressiv,FDP,immer,Sicherheit,Telegram,10,True,2024.0,0.93,"Reisen, Musik, Sport"
746,52,männlich,Bayern,konservativ,Die Linke,immer,Steuern,TikTok,9,False,,0.31,"Reisen, Wirtschaft, Bildung"
747,47,divers,Bayern,konservativ,Grüne,immer,Bildung,TikTok,5,False,,0.88,"Klima, Bildung, Reisen"
748,41,weiblich,NRW,konservativ,SPD,gelegentlich,Bildung,Spiegel,5,True,2024.0,0.29,"Wirtschaft, Technologie, Reisen"
749,55,divers,Sachsen,zentristisch,CDU,immer,Migration,Facebook-Gruppen,5,True,2017.0,0.34,"Reisen, Bildung, Essen"
750,72,männlich,Sachsen,progressiv,SPD,immer,Steuern,Tagesschau,7,True,2021.0,0.36,"Bildung, Wirtschaft, Essen"
751,26,divers,Bayern,konservativ,CDU,immer,Migration,TikTok,0,False,2021.0,0.87,"Klima, Bildung, Sport"
752,23,divers,Sachsen,konservativ,SPD,immer,Gesundheit,YouTube,4,True,,0.1,"Essen, Reisen, Wirtschaft"
753,57,divers,Hamburg,zentristisch,CDU,immer,Gesundheit,FAZ,2,True,2017.0,0.64,"Technologie, Politik, Sport"
754,67,männlich,Bayern,konservativ,AfD,immer,Steuern,TikTok,6,True,2017.0,0.16,"Technologie, Bildung, Klima"
755,46,männlich,Bayern,progressiv,Grüne,gelegentlich,Bildung,TikTok,6,True,2017.0,0.82,"Reisen, Musik, Essen"
756,73,männlich,NRW,progressiv,Grüne,gelegentlich,Steuern,Spiegel,1,False,,0.83,"Wirtschaft, Musik, Sport"
757,32,divers,Sachsen,konservativ,Die Linke,nie,Steuern,TikTok,9,True,2017.0,0.19,"Bildung, Essen, Reisen"
758,71,weiblich,NRW,konservativ,Grüne,immer,Bildung,FAZ,5,False,2021.0,0.74,"Wirtschaft, Bildung, Politik"
759,28,weiblich,NRW,zentristisch,SPD,gelegentlich,Bildung,YouTube,2,False,2024.0,0.64,"Wirtschaft, Reisen, Politik"
760,57,männlich,Hessen,zentristisch,AfD,immer,Steuern,TikTok,7,False,2024.0,0.92,"Bildung, Reisen, Klima"
761,45,männlich,Sachsen,zentristisch,Grüne,immer,Sicherheit,Spiegel,9,True,,0.11,"Politik, Klima, Bildung"
762,26,weiblich,Hamburg,konservativ,AfD,nie,Migration,Telegram,0,True,,0.69,"Klima, Technologie, Wirtschaft"
763,38,weiblich,Hessen,konservativ,AfD,immer,Bildung,Facebook-Gruppen,5,False,2021.0,0.74,"Essen, Sport, Reisen"
764,34,männlich,Hessen,progressiv,CDU,immer,Migration,Tagesschau,6,False,2021.0,0.02,"Reisen, Essen, Musik"
765,34,divers,NRW,zentristisch,FDP,immer,Sicherheit,YouTube,8,False,2021.0,0.72,"Wirtschaft, Klima, Reisen"
766,21,divers,Bayern,liberal,CDU,immer,Bildung,Tagesschau,3,True,2024.0,0.1,"Musik, Klima, Reisen"
767,53,weiblich,Sachsen,konservativ,CDU,nie,Steuern,Facebook-Gruppen,3,True,2021.0,0.76,"Essen, Wirtschaft, Sport"
768,26,weiblich,Hessen,konservativ,AfD,gelegentlich,Bildung,TikTok,3,True,2024.0,0.76,"Essen, Bildung, Technologie"
769,37,divers,Bayern,liberal,CDU,gelegentlich,Sicherheit,Telegram,3,True,2017.0,0.18,"Sport, Politik, Klima"
770,52,männlich,Berlin,zentristisch,FDP,gelegentlich,Sicherheit,YouTube,4,True,2024.0,0.53,"Klima, Essen, Politik"
771,66,divers,Hamburg,progressiv,SPD,nie,Steuern,YouTube,3,False,,0.76,"Reisen, Technologie, Bildung"
772,32,divers,Hessen,liberal,FDP,nie,Steuern,Facebook-Gruppen,5,False,2021.0,0.82,"Bildung, Sport, Wirtschaft"
773,56,weiblich,Sachsen,zentristisch,CDU,immer,Gesundheit,Telegram,5,True,,0.14,"Wirtschaft, Politik, Technologie"
774,27,weiblich,Berlin,progressiv,SPD,immer,Sicherheit,TikTok,2,True,2024.0,0.33,"Musik, Technologie, Bildung"
775,31,weiblich,Hamburg,progressiv,SPD,gelegentlich,Steuern,FAZ,0,True,2017.0,0.38,"Bildung, Klima, Sport"
776,50,weiblich,Berlin,liberal,FDP,gelegentlich,Steuern,TikTok,0,True,,0.24,"Essen, Technologie, Wirtschaft"
777,43,weiblich,Sachsen,progressiv,FDP,immer,Klima,Tagesschau,9,True,2024.0,0.33,"Klima, Essen, Wirtschaft"
778,41,weiblich,Sachsen,konservativ,CDU,gelegentlich,Migration,FAZ,1,True,2021.0,0.5,"Reisen, Technologie, Wirtschaft"
779,61,männlich,NRW,konservativ,FDP,immer,Steuern,Tagesschau,10,False,2021.0,0.46,"Reisen, Wirtschaft, Bildung"
780,69,weiblich,Bayern,progressiv,Grüne,nie,Bildung,Facebook-Gruppen,2,False,,0.55,"Reisen, Wirtschaft, Politik"
781,74,weiblich,NRW,progressiv,AfD,immer,Gesundheit,Tagesschau,1,False,2021.0,0.07,"Musik, Technologie, Essen"
782,20,divers,NRW,progressiv,SPD,gelegentlich,Migration,Telegram,2,False,2021.0,0.75,"Sport, Technologie, Musik"
783,40,divers,Bayern,progressiv,Die Linke,immer,Gesundheit,TikTok,2,True,2017.0,0.36,"Klima, Reisen, Wirtschaft"
784,64,männlich,Berlin,liberal,AfD,immer,Gesundheit,YouTube,8,False,2021.0,0.13,"Musik, Essen, Bildung"
785,66,divers,Hamburg,zentristisch,Die Linke,immer,Sicherheit,TikTok,3,True,,0.69,"Wirtschaft, Technologie, Sport"
786,19,divers,Sachsen,progressiv,CDU,gelegentlich,Bildung,FAZ,1,True,2017.0,0.22,"Technologie, Klima, Essen"
787,56,divers,NRW,zentristisch,Die Linke,gelegentlich,Sicherheit,Telegram,6,False,2021.0,0.17,"Bildung, Technologie, Reisen"
788,38,männlich,Berlin,konservativ,FDP,gelegentlich,Migration,FAZ,3,False,2017.0,0.77,"Reisen, Bildung, Politik"
789,37,divers,Sachsen,zentristisch,CDU,immer,Gesundheit,Facebook-Gruppen,7,True,2017.0,0.89,"Reisen, Technologie, Politik"
790,47,divers,NRW,progressiv,Die Linke,immer,Sicherheit,Tagesschau,4,False,2017.0,0.2,"Klima, Reisen, Wirtschaft"
791,33,divers,Hessen,progressiv,FDP,gelegentlich,Sicherheit,YouTube,10,False,2021.0,0.81,"Technologie, Sport, Bildung"
792,21,männlich,Sachsen,zentristisch,Die Linke,immer,Bildung,Tagesschau,2,True,2024.0,0.08,"Klima, Technologie, Essen"
793,21,weiblich,Sachsen,liberal,Die Linke,gelegentlich,Steuern,Spiegel,2,False,2017.0,0.21,"Reisen, Klima, Musik"
794,71,männlich,NRW,progressiv,Grüne,gelegentlich,Migration,Telegram,0,False,2024.0,0.96,"Essen, Klima, Reisen"
795,62,weiblich,Bayern,konservativ,Die Linke,gelegentlich,Steuern,TikTok,0,True,2021.0,0.76,"Sport, Wirtschaft, Politik"
796,24,weiblich,Bayern,liberal,Grüne,immer,Sicherheit,Facebook-Gruppen,5,True,2024.0,0.15,"Reisen, Musik, Essen"
797,75,divers,Berlin,zentristisch,AfD,gelegentlich,Klima,Telegram,8,True,,0.88,"Klima, Sport, Technologie"
798,32,divers,Berlin,liberal,CDU,immer,Klima,Facebook-Gruppen,1,True,2024.0,0.36,"Sport, Technologie, Wirtschaft"
799,49,weiblich,Sachsen,progressiv,Die Linke,immer,Migration,Spiegel,4,True,2017.0,0.51,"Musik, Sport, Politik"
800,37,divers,Bayern,progressiv,FDP,gelegentlich,Sicherheit,Telegram,0,False,2024.0,0.64,"Bildung, Wirtschaft, Reisen"
801,22,weiblich,Hessen,liberal,Grüne,immer,Gesundheit,FAZ,6,False,,0.72,"Klima, Musik, Bildung"
802,57,divers,Sachsen,progressiv,Grüne,immer,Bildung,Facebook-Gruppen,3,False,,0.61,"Musik, Sport, Klima"
803,29,weiblich,Berlin,progressiv,Grüne,gelegentlich,Migration,Tagesschau,7,True,2021.0,0.82,"Klima, Politik, Reisen"
804,33,divers,NRW,liberal,Die Linke,immer,Sicherheit,YouTube,5,True,,0.13,"Bildung, Klima, Reisen"
805,65,weiblich,Bayern,liberal,CDU,immer,Klima,TikTok,4,True,,0.44,"Klima, Sport, Wirtschaft"
806,42,divers,NRW,konservativ,Die Linke,gelegentlich,Steuern,Telegram,0,False,2024.0,0.74,"Sport, Klima, Politik"
807,45,weiblich,NRW,zentristisch,CDU,gelegentlich,Gesundheit,Facebook-Gruppen,7,False,2021.0,0.56,"Wirtschaft, Politik, Sport"
808,64,männlich,Hamburg,liberal,FDP,gelegentlich,Klima,Telegram,0,True,2017.0,0.68,"Politik, Musik, Essen"
809,51,weiblich,Bayern,progressiv,Die Linke,immer,Bildung,Telegram,7,True,2021.0,0.88,"Reisen, Politik, Wirtschaft"
810,29,divers,NRW,zentristisch,Die Linke,immer,Migration,Spiegel,1,False,2017.0,0.12,"Politik, Sport, Musik"
811,26,männlich,Hessen,zentristisch,FDP,immer,Klima,FAZ,10,True,2017.0,0.07,"Technologie, Essen, Politik"
812,54,divers,Hamburg,liberal,CDU,immer,Steuern,YouTube,1,True,,0.68,"Bildung, Musik, Technologie"
813,27,weiblich,NRW,zentristisch,AfD,gelegentlich,Bildung,TikTok,8,False,,0.57,"Bildung, Politik, Essen"
814,37,männlich,Berlin,konservativ,Die Linke,gelegentlich,Bildung,TikTok,4,False,,0.7,"Bildung, Politik, Musik"
815,19,divers,Sachsen,konservativ,Grüne,immer,Klima,Facebook-Gruppen,3,True,,0.73,"Essen, Klima, Sport"
816,31,divers,Sachsen,progressiv,CDU,immer,Klima,TikTok,8,False,2024.0,0.7,"Musik, Bildung, Essen"
817,40,weiblich,Bayern,zentristisch,AfD,immer,Sicherheit,Telegram,8,True,2021.0,0.39,"Essen, Bildung, Sport"
818,49,divers,Bayern,zentristisch,FDP,gelegentlich,Migration,Facebook-Gruppen,1,True,,0.13,"Technologie, Politik, Musik"
819,22,männlich,Berlin,zentristisch,FDP,immer,Sicherheit,Facebook-Gruppen,3,False,2021.0,0.63,"Sport, Bildung, Wirtschaft"
820,72,divers,Bayern,progressiv,CDU,gelegentlich,Bildung,TikTok,7,False,,0.24,"Bildung, Politik, Klima"
821,62,divers,NRW,konservativ,AfD,immer,Bildung,Spiegel,0,True,,0.34,"Reisen, Sport, Technologie"
822,31,divers,Bayern,progressiv,CDU,gelegentlich,Gesundheit,TikTok,4,True,2021.0,0.77,"Klima, Sport, Technologie"
823,64,weiblich,Berlin,zentristisch,Die Linke,immer,Gesundheit,Telegram,10,False,2024.0,0.76,"Politik, Bildung, Wirtschaft"
824,62,männlich,Hessen,zentristisch,Die Linke,gelegentlich,Sicherheit,Tagesschau,5,True,2024.0,0.08,"Wirtschaft, Musik, Politik"
825,62,divers,Hamburg,konservativ,FDP,immer,Migration,Spiegel,5,False,2021.0,0.56,"Sport, Politik, Bildung"
826,68,divers,Berlin,konservativ,Grüne,immer,Gesundheit,YouTube,2,True,2024.0,0.8,"Essen, Bildung, Politik"
827,29,divers,Sachsen,progressiv,SPD,immer,Migration,YouTube,3,True,,0.48,"Musik, Essen, Wirtschaft"
828,34,divers,NRW,progressiv,FDP,gelegentlich,Steuern,Spiegel,0,True,2017.0,0.7,"Reisen, Musik, Technologie"
829,32,divers,Bayern,zentristisch,CDU,immer,Sicherheit,Tagesschau,3,True,2021.0,0.37,"Essen, Technologie, Klima"
830,63,weiblich,Hamburg,zentristisch,AfD,immer,Bildung,Telegram,8,True,2024.0,0.4,"Reisen, Technologie, Sport"
831,74,weiblich,Hamburg,liberal,AfD,gelegentlich,Migration,Tagesschau,10,False,2024.0,0.01,"Musik, Essen, Reisen"
832,24,divers,Bayern,zentristisch,Die Linke,immer,Sicherheit,Telegram,8,False,2017.0,0.72,"Musik, Politik, Sport"
833,48,divers,Sachsen,liberal,Die Linke,immer,Bildung,FAZ,6,False,2017.0,0.01,"Politik, Essen, Musik"
834,31,weiblich,Hessen,liberal,SPD,immer,Sicherheit,TikTok,7,False,2024.0,0.19,"Politik, Technologie, Musik"
835,41,männlich,Berlin,progressiv,Grüne,immer,Sicherheit,TikTok,5,True,2021.0,0.83,"Sport, Reisen, Essen"
836,31,weiblich,Hamburg,progressiv,FDP,immer,Klima,Tagesschau,5,True,2024.0,0.21,"Musik, Essen, Politik"
837,66,männlich,NRW,liberal,SPD,immer,Steuern,Tagesschau,7,False,,0.23,"Sport, Musik, Essen"
838,63,weiblich,Hamburg,progressiv,Grüne,immer,Steuern,Facebook-Gruppen,8,True,2017.0,0.78,"Technologie, Essen, Wirtschaft"
839,67,divers,Sachsen,liberal,SPD,nie,Gesundheit,Facebook-Gruppen,9,True,2017.0,0.8,"Musik, Reisen, Politik"
840,70,männlich,NRW,konservativ,AfD,immer,Steuern,Tagesschau,8,True,2017.0,0.99,"Reisen, Wirtschaft, Klima"
841,59,männlich,Hessen,liberal,Grüne,gelegentlich,Gesundheit,Spiegel,5,True,,0.15,"Technologie, Wirtschaft, Sport"
842,73,männlich,Sachsen,progressiv,FDP,immer,Klima,Spiegel,2,True,,0.75,"Technologie, Sport, Politik"
843,28,divers,Hessen,liberal,Grüne,immer,Bildung,YouTube,0,True,2021.0,0.38,"Politik, Wirtschaft, Klima"
844,36,männlich,NRW,progressiv,Grüne,nie,Klima,FAZ,8,True,2017.0,0.36,"Bildung, Politik, Klima"
845,38,divers,Bayern,progressiv,FDP,nie,Bildung,Telegram,1,True,2021.0,0.98,"Klima, Musik, Politik"
846,61,weiblich,Sachsen,progressiv,Grüne,gelegentlich,Gesundheit,TikTok,9,True,2017.0,0.9,"Bildung, Technologie, Sport"
847,44,weiblich,Hamburg,konservativ,CDU,gelegentlich,Bildung,Facebook-Gruppen,5,True,2024.0,0.04,"Wirtschaft, Sport, Politik"
848,74,männlich,Bayern,zentristisch,FDP,immer,Migration,Telegram,6,False,2024.0,0.19,"Wirtschaft, Klima, Essen"
