nutzer_id,alter,geschlecht,region,politische_haltung,gewaehlte_partei,wahlfrequenz,wichtigstes_wahlthema,vertrauensmedien,politisches_engagement,parteimitglied,uebereinstimmung_regierung,interessen,gewaehlte_partei_neu
737,45,weiblich,Sachsen,liberal,CDU,gelegentlich,Klima,Spiegel,1,True,0.59,"Sport, Bildung, Essen",FDP
738,36,weiblich,NRW,liberal,CDU,immer,Steuern,Spiegel,7,False,0.03,"Klima, Bildung, Politik",FDP
739,25,weiblich,Berlin,progressiv,,nie,Bildung,Facebook-Gruppen,9,False,0.96,"Reisen, Essen, Sport",Grüne
740,48,weiblich,NRW,progressiv,CDU,gelegentlich,Steuern,Telegram,0,False,0.43,"Technologie, Bildung, Musik",Grüne
741,72,weiblich,Sachsen,konservativ,CDU,immer,Klima,YouTube,9,False,0.76,"Essen, Musik, Politik",AfD
742,35,männlich,Hessen,konservativ,,nie,Sicherheit,FAZ,7,False,0.66,"Technologie, Wirtschaft, Musik",FDP
743,56,männlich,Berlin,liberal,SPD,gelegentlich,Bildung,Spiegel,9,False,0.77,"Musik, Essen, Sport",SPD
744,46,weiblich,Hessen,zentristisch,Grüne,immer,Steuern,FAZ,3,True,0.38,"Reisen, Essen, Wirtschaft",FDP
745,65,männlich,Hessen,progressiv,SPD,immer,Sicherheit,Telegram,10,True,0.93,"Reisen, Musik, Sport",SPD
746,52,männlich,Bayern,konservativ,FDP,immer,Steuern,TikTok,9,False,0.31,"Reisen, Wirtschaft, Bildung",AfD
747,47,weiblich,Bayern,konservativ,CSU,immer,Bildung,TikTok,5,False,0.88,"Klima, Bildung, Reisen",CDU
748,41,weiblich,NRW,konservativ,SPD,gelegentlich,Bildung,Spiegel,5,True,0.29,"Wirtschaft, Technologie, Reisen",FDP
749,55,männlich,Sachsen,zentristisch,SPD,immer,Migration,Facebook-Gruppen,5,True,0.34,"Reisen, Bildung, Essen",CDU
750,72,männlich,Sachsen,progressiv,SPD,immer,Steuern,Tagesschau,7,True,0.36,"Bildung, Wirtschaft, Essen",SPD
751,26,weiblich,Bayern,konservativ,CSU,immer,Migration,TikTok,0,False,0.87,"Klima, Bildung, Sport",FDP
752,23,männlich,Sachsen,konservativ,CSU,immer,Gesundheit,YouTube,4,True,0.1,"Essen, Reisen, Wirtschaft",FDP
753,57,männlich,Hamburg,zentristisch,CSU,immer,Gesundheit,FAZ,2,True,0.64,"Technologie, Politik, Sport",SPD
754,67,männlich,Bayern,konservativ,SPD,immer,Steuern,TikTok,6,True,0.16,"Technologie, Bildung, Klima",FDP
755,46,männlich,Bayern,progressiv,SPD,gelegentlich,Bildung,TikTok,6,True,0.82,"Reisen, Musik, Essen",Grüne
756,73,männlich,NRW,progressiv,CDU,gelegentlich,Steuern,Spiegel,1,False,0.83,"Wirtschaft, Musik, Sport",Grüne
757,32,weiblich,Sachsen,konservativ,,nie,Steuern,TikTok,9,True,0.19,"Bildung, Essen, Reisen",CDU
758,71,weiblich,NRW,konservativ,SPD,immer,Bildung,FAZ,5,False,0.74,"Wirtschaft, Bildung, Politik",FDP
759,28,weiblich,NRW,zentristisch,SPD,gelegentlich,Bildung,YouTube,2,False,0.64,"Wirtschaft, Reisen, Politik",SPD
760,57,männlich,Hessen,zentristisch,AfD,immer,Steuern,TikTok,7,False,0.92,"Bildung, Reisen, Klima",CDU
761,45,männlich,Sachsen,zentristisch,FDP,immer,Sicherheit,Spiegel,9,True,0.11,"Politik, Klima, Bildung",FDP
762,26,weiblich,Hamburg,konservativ,,nie,Migration,Telegram,0,True,0.69,"Klima, Technologie, Wirtschaft",AfD
763,38,weiblich,Hessen,konservativ,Grüne,immer,Bildung,Facebook-Gruppen,5,False,0.74,"Essen, Sport, Reisen",FDP
764,34,männlich,Hessen,progressiv,,nie,Migration,Tagesschau,6,False,0.02,"Reisen, Essen, Musik",Grüne
765,34,männlich,NRW,zentristisch,Grüne,immer,Sicherheit,YouTube,8,False,0.72,"Wirtschaft, Klima, Reisen",FDP
766,21,männlich,Bayern,liberal,CDU,immer,Bildung,Tagesschau,3,True,0.1,"Musik, Klima, Reisen",Grüne
767,53,weiblich,Sachsen,konservativ,,nie,Steuern,Facebook-Gruppen,3,True,0.76,"Essen, Wirtschaft, Sport",AfD
768,26,weiblich,Hessen,konservativ,Die Linke,gelegentlich,Bildung,TikTok,3,True,0.76,"Essen, Bildung, Technologie",CDU
769,37,männlich,Bayern,liberal,FDP,gelegentlich,Sicherheit,Telegram,3,True,0.18,"Sport, Politik, Klima",FDP
770,52,männlich,Berlin,zentristisch,,nie,Sicherheit,YouTube,4,True,0.53,"Klima, Essen, Politik",SPD
771,66,männlich,Hamburg,progressiv,,nie,Steuern,YouTube,3,False,0.76,"Reisen, Technologie, Bildung",Grüne
772,32,weiblich,Hessen,liberal,,nie,Steuern,Facebook-Gruppen,5,False,0.82,"Bildung, Sport, Wirtschaft",Grüne
773,56,weiblich,Sachsen,zentristisch,AfD,immer,Gesundheit,Telegram,5,True,0.14,"Wirtschaft, Politik, Technologie",CDU
774,27,weiblich,Berlin,progressiv,Grüne,immer,Sicherheit,TikTok,2,True,0.33,"Musik, Technologie, Bildung",SPD
775,31,weiblich,Hamburg,progressiv,,nie,Steuern,FAZ,0,True,0.38,"Bildung, Klima, Sport",SPD
776,50,weiblich,Berlin,liberal,,nie,Steuern,TikTok,0,True,0.24,"Essen, Technologie, Wirtschaft",SPD
777,43,weiblich,Sachsen,progressiv,CDU,immer,Klima,Tagesschau,9,True,0.33,"Klima, Essen, Wirtschaft",SPD
778,41,weiblich,Sachsen,konservativ,CSU,gelegentlich,Migration,FAZ,1,True,0.5,"Reisen, Technologie, Wirtschaft",CDU
779,61,männlich,NRW,konservativ,AfD,immer,Steuern,Tagesschau,10,False,0.46,"Reisen, Wirtschaft, Bildung",FDP
780,69,weiblich,Bayern,progressiv,,nie,Bildung,Facebook-Gruppen,2,False,0.55,"Reisen, Wirtschaft, Politik",SPD
781,74,weiblich,NRW,progressiv,FDP,immer,Gesundheit,Tagesschau,1,False,0.07,"Musik, Technologie, Essen",Linke
782,20,männlich,NRW,progressiv,,nie,Migration,Telegram,2,False,0.75,"Sport, Technologie, Musik",Linke
783,40,weiblich,Bayern,progressiv,CSU,immer,Gesundheit,TikTok,2,True,0.36,"Klima, Reisen, Wirtschaft",Linke
784,64,männlich,Berlin,liberal,Grüne,immer,Gesundheit,YouTube,8,False,0.13,"Musik, Essen, Bildung",FDP
785,66,männlich,Hamburg,zentristisch,SPD,immer,Sicherheit,TikTok,3,True,0.69,"Wirtschaft, Technologie, Sport",CDU
786,19,männlich,Sachsen,progressiv,,nie,Bildung,FAZ,1,True,0.22,"Technologie, Klima, Essen",Grüne
787,56,männlich,NRW,zentristisch,CDU,gelegentlich,Sicherheit,Telegram,6,False,0.17,"Bildung, Technologie, Reisen",SPD
788,38,männlich,Berlin,konservativ,CDU,gelegentlich,Migration,FAZ,3,False,0.77,"Reisen, Bildung, Politik",FDP
789,37,männlich,Sachsen,zentristisch,CSU,immer,Gesundheit,Facebook-Gruppen,7,True,0.89,"Reisen, Technologie, Politik",CDU
790,47,weiblich,NRW,progressiv,AfD,immer,Sicherheit,Tagesschau,4,False,0.2,"Klima, Reisen, Wirtschaft",Linke
791,33,weiblich,Hessen,progressiv,SPD,gelegentlich,Sicherheit,YouTube,10,False,0.81,"Technologie, Sport, Bildung",Linke
792,21,männlich,Sachsen,zentristisch,,nie,Bildung,Tagesschau,2,True,0.08,"Klima, Technologie, Essen",SPD
793,21,weiblich,Sachsen,liberal,CSU,gelegentlich,Steuern,Spiegel,2,False,0.21,"Reisen, Klima, Musik",FDP
794,71,männlich,NRW,progressiv,,nie,Migration,Telegram,0,False,0.96,"Essen, Klima, Reisen",Grüne
795,62,weiblich,Bayern,konservativ,CDU,gelegentlich,Steuern,TikTok,0,True,0.76,"Sport, Wirtschaft, Politik",AfD
796,24,weiblich,Bayern,liberal,AfD,immer,Sicherheit,Facebook-Gruppen,5,True,0.15,"Reisen, Musik, Essen",SPD
797,75,männlich,Berlin,zentristisch,SPD,gelegentlich,Klima,Telegram,8,True,0.88,"Klima, Sport, Technologie",SPD
798,32,männlich,Berlin,liberal,SPD,immer,Klima,Facebook-Gruppen,1,True,0.36,"Sport, Technologie, Wirtschaft",Grüne
799,49,weiblich,Sachsen,progressiv,SPD,immer,Migration,Spiegel,4,True,0.51,"Musik, Sport, Politik",Grüne
800,37,weiblich,Bayern,progressiv,CDU,gelegentlich,Sicherheit,Telegram,0,False,0.64,"Bildung, Wirtschaft, Reisen",SPD
801,22,weiblich,Hessen,liberal,,nie,Gesundheit,FAZ,6,False,0.72,"Klima, Musik, Bildung",FDP
802,57,männlich,Sachsen,progressiv,FDP,immer,Bildung,Facebook-Gruppen,3,False,0.61,"Musik, Sport, Klima",Linke
803,29,weiblich,Berlin,progressiv,FDP,gelegentlich,Migration,Tagesschau,7,True,0.82,"Klima, Politik, Reisen",Grüne
804,33,männlich,NRW,liberal,Grüne,immer,Sicherheit,YouTube,5,True,0.13,"Bildung, Klima, Reisen",SPD
805,65,weiblich,Bayern,liberal,AfD,immer,Klima,TikTok,4,True,0.44,"Klima, Sport, Wirtschaft",Grüne
806,42,männlich,NRW,konservativ,AfD,gelegentlich,Steuern,Telegram,0,False,0.74,"Sport, Klima, Politik",FDP
807,45,weiblich,NRW,zentristisch,CSU,gelegentlich,Gesundheit,Facebook-Gruppen,7,False,0.56,"Wirtschaft, Politik, Sport",FDP
808,64,männlich,Hamburg,liberal,CDU,gelegentlich,Klima,Telegram,0,True,0.68,"Politik, Musik, Essen",Grüne
809,51,weiblich,Bayern,progressiv,,nie,Bildung,Telegram,7,True,0.88,"Reisen, Politik, Wirtschaft",Grüne
810,29,weiblich,NRW,zentristisch,Grüne,immer,Migration,Spiegel,1,False,0.12,"Politik, Sport, Musik",FDP
811,26,männlich,Hessen,zentristisch,AfD,immer,Klima,FAZ,10,True,0.07,"Technologie, Essen, Politik",CDU
812,54,weiblich,Hamburg,liberal,,nie,Steuern,YouTube,1,True,0.68,"Bildung, Musik, Technologie",FDP
813,27,weiblich,NRW,zentristisch,Grüne,gelegentlich,Bildung,TikTok,8,False,0.57,"Bildung, Politik, Essen",FDP
814,37,männlich,Berlin,konservativ,Die Linke,gelegentlich,Bildung,TikTok,4,False,0.7,"Bildung, Politik, Musik",CDU
815,19,weiblich,Sachsen,konservativ,AfD,immer,Klima,Facebook-Gruppen,3,True,0.73,"Essen, Klima, Sport",CDU
816,31,männlich,Sachsen,progressiv,SPD,immer,Klima,TikTok,8,False,0.7,"Musik, Bildung, Essen",Grüne
817,40,weiblich,Bayern,zentristisch,FDP,immer,Sicherheit,Telegram,8,True,0.39,"Essen, Bildung, Sport",CDU
818,49,männlich,Bayern,zentristisch,,nie,Migration,Facebook-Gruppen,1,True,0.13,"Technologie, Politik, Musik",FDP
819,22,männlich,Berlin,zentristisch,,nie,Sicherheit,Facebook-Gruppen,3,False,0.63,"Sport, Bildung, Wirtschaft",FDP
820,72,weiblich,Bayern,progressiv,SPD,gelegentlich,Bildung,TikTok,7,False,0.24,"Bildung, Politik, Klima",SPD
821,62,weiblich,NRW,konservativ,,nie,Bildung,Spiegel,0,True,0.34,"Reisen, Sport, Technologie",CDU
822,31,weiblich,Bayern,progressiv,CDU,gelegentlich,Gesundheit,TikTok,4,True,0.77,"Klima, Sport, Technologie",SPD
823,64,weiblich,Berlin,zentristisch,AfD,immer,Gesundheit,Telegram,10,False,0.76,"Politik, Bildung, Wirtschaft",FDP
824,62,männlich,Hessen,zentristisch,Grüne,gelegentlich,Sicherheit,Tagesschau,5,True,0.08,"Wirtschaft, Musik, Politik",CDU
825,62,weiblich,Hamburg,konservativ,CDU,immer,Migration,Spiegel,5,False,0.56,"Sport, Politik, Bildung",FDP
826,68,männlich,Berlin,konservativ,FDP,immer,Gesundheit,YouTube,2,True,0.8,"Essen, Bildung, Politik",CDU
827,29,weiblich,Sachsen,progressiv,,nie,Migration,YouTube,3,True,0.48,"Musik, Essen, Wirtschaft",Linke
828,34,männlich,NRW,progressiv,CSU,gelegentlich,Steuern,Spiegel,0,True,0.7,"Reisen, Musik, Technologie",Grüne
829,32,weiblich,Bayern,zentristisch,Die Linke,immer,Sicherheit,Tagesschau,3,True,0.37,"Essen, Technologie, Klima",FDP
830,63,weiblich,Hamburg,zentristisch,CDU,immer,Bildung,Telegram,8,True,0.4,"Reisen, Technologie, Sport",CDU
831,74,weiblich,Hamburg,liberal,SPD,gelegentlich,Migration,Tagesschau,10,False,0.01,"Musik, Essen, Reisen",Grüne
832,24,männlich,Bayern,zentristisch,,nie,Sicherheit,Telegram,8,False,0.72,"Musik, Politik, Sport",FDP
833,48,weiblich,Sachsen,liberal,SPD,immer,Bildung,FAZ,6,False,0.01,"Politik, Essen, Musik",Grüne
834,31,weiblich,Hessen,liberal,CDU,immer,Sicherheit,TikTok,7,False,0.19,"Politik, Technologie, Musik",Grüne
835,41,männlich,Berlin,progressiv,AfD,immer,Sicherheit,TikTok,5,True,0.83,"Sport, Reisen, Essen",SPD
836,31,weiblich,Hamburg,progressiv,AfD,immer,Klima,Tagesschau,5,True,0.21,"Musik, Essen, Politik",Grüne
837,66,männlich,NRW,liberal,FDP,immer,Steuern,Tagesschau,7,False,0.23,"Sport, Musik, Essen",SPD
838,63,weiblich,Hamburg,progressiv,CSU,immer,Steuern,Facebook-Gruppen,8,True,0.78,"Technologie, Essen, Wirtschaft",SPD
839,67,weiblich,Sachsen,liberal,,nie,Gesundheit,Facebook-Gruppen,9,True,0.8,"Musik, Reisen, Politik",Grüne
840,70,männlich,NRW,konservativ,AfD,immer,Steuern,Tagesschau,8,True,0.99,"Reisen, Wirtschaft, Klima",CDU
841,59,männlich,Hessen,liberal,SPD,gelegentlich,Gesundheit,Spiegel,5,True,0.15,"Technologie, Wirtschaft, Sport",SPD
842,73,männlich,Sachsen,progressiv,,nie,Klima,Spiegel,2,True,0.75,"Technologie, Sport, Politik",SPD
843,28,weiblich,Hessen,liberal,FDP,immer,Bildung,YouTube,0,True,0.38,"Politik, Wirtschaft, Klima",Grüne
844,36,männlich,NRW,progressiv,,nie,Klima,FAZ,8,True,0.36,"Bildung, Politik, Klima",Grüne
845,38,weiblich,Bayern,progressiv,,nie,Bildung,Telegram,1,True,0.98,"Klima, Musik, Politik",SPD
846,61,weiblich,Sachsen,progressiv,,nie,Gesundheit,TikTok,9,True,0.9,"Bildung, Technologie, Sport",Grüne
847,44,weiblich,Hamburg,konservativ,FDP,gelegentlich,Bildung,Facebook-Gruppen,5,True,0.04,"Wirtschaft, Sport, Politik",FDP
848,74,männlich,Bayern,zentristisch,Grüne,immer,Migration,Telegram,6,False,0.19,"Wirtschaft, Klima, Essen",FDP
849,57,weiblich,Berlin,zentristisch,SPD,gelegentlich,Klima,FAZ,10,True,0.58,"Essen, Musik, Klima",CDU
850,74,männlich,Berlin,liberal,,nie,Bildung,FAZ,4,False,0.92,"Technologie, Sport, Wirtschaft",Grüne
851,45,männlich,Berlin,zentristisch,SPD,immer,Bildung,Facebook-Gruppen,7,False,0.12,"Musik, Klima, Wirtschaft",SPD
852,31,weiblich,NRW,konservativ,,nie,Klima,FAZ,1,True,0.46,"Klima, Politik, Bildung",FDP
853,55,weiblich,Hamburg,konservativ,SPD,immer,Klima,FAZ,3,True,0.37,"Wirtschaft, Musik, Reisen",FDP
854,61,weiblich,Berlin,progressiv,CDU,gelegentlich,Steuern,Telegram,8,False,0.17,"Reisen, Bildung, Essen",Linke
855,24,weiblich,Bayern,zentristisch,,nie,Sicherheit,Telegram,8,True,0.37,"Musik, Essen, Bildung",CDU
856,35,männlich,Hessen,zentristisch,,nie,Klima,Tagesschau,7,False,0.68,"Essen, Wirtschaft, Technologie",CDU
857,44,männlich,Hamburg,zentristisch,Grüne,gelegentlich,Sicherheit,Telegram,6,False,0.52,"Reisen, Musik, Politik",SPD
858,72,männlich,Sachsen,liberal,CDU,immer,Gesundheit,TikTok,1,False,0.03,"Reisen, Musik, Politik",Grüne
859,71,männlich,Hessen,liberal,,nie,Migration,Facebook-Gruppen,0,True,0.83,"Reisen, Klima, Sport",Grüne
860,51,weiblich,Hessen,progressiv,CDU,immer,Klima,Facebook-Gruppen,4,False,0.86,"Sport, Reisen, Musik",SPD
861,53,weiblich,Hessen,progressiv,FDP,gelegentlich,Migration,TikTok,4,True,0.42,"Technologie, Wirtschaft, Klima",Linke
862,37,weiblich,NRW,liberal,FDP,immer,Klima,Tagesschau,7,True,0.5,"Essen, Musik, Reisen",SPD
863,57,weiblich,Hessen,konservativ,AfD,gelegentlich,Bildung,TikTok,8,True,0.81,"Bildung, Sport, Politik",CDU
864,53,weiblich,Sachsen,zentristisch,AfD,gelegentlich,Sicherheit,FAZ,10,True,0.97,"Sport, Essen, Bildung",CDU
865,42,weiblich,Sachsen,liberal,SPD,immer,Klima,TikTok,1,False,0.99,"Musik, Sport, Politik",SPD
866,24,männlich,Bayern,konservativ,,nie,Klima,Facebook-Gruppen,3,False,0.91,"Technologie, Musik, Essen",AfD
867,44,männlich,Hessen,liberal,CDU,immer,Migration,Spiegel,7,True,0.9,"Technologie, Politik, Klima",FDP
868,69,männlich,Hessen,zentristisch,Grüne,immer,Steuern,FAZ,3,True,0.94,"Reisen, Essen, Musik",CDU
869,48,weiblich,Bayern,progressiv,CSU,gelegentlich,Klima,FAZ,5,False,0.44,"Klima, Bildung, Wirtschaft",Linke
870,46,männlich,NRW,konservativ,CDU,immer,Gesundheit,Spiegel,10,True,0.87,"Essen, Sport, Bildung",AfD
871,47,weiblich,NRW,konservativ,SPD,immer,Bildung,Facebook-Gruppen,4,False,0.43,"Wirtschaft, Politik, Reisen",CDU
872,74,weiblich,Bayern,konservativ,Grüne,gelegentlich,Migration,Telegram,10,False,0.34,"Sport, Essen, Reisen",CDU
873,38,weiblich,Berlin,liberal,,nie,Gesundheit,TikTok,0,False,0.39,"Klima, Musik, Reisen",FDP
874,29,weiblich,Bayern,liberal,,nie,Steuern,Spiegel,8,False,0.23,"Reisen, Klima, Essen",Grüne
875,33,weiblich,Hamburg,liberal,,nie,Klima,FAZ,9,True,0.97,"Klima, Politik, Technologie",Grüne
876,32,weiblich,Hessen,progressiv,Grüne,immer,Gesundheit,FAZ,1,True,0.97,"Essen, Politik, Wirtschaft",Grüne
877,51,weiblich,Sachsen,liberal,,nie,Steuern,YouTube,9,True,0.17,"Wirtschaft, Reisen, Politik",SPD
878,51,männlich,Bayern,konservativ,,nie,Bildung,Spiegel,9,True,0.93,"Bildung, Musik, Politik",AfD
879,24,weiblich,Sachsen,konservativ,,nie,Klima,Facebook-Gruppen,6,False,0.16,"Reisen, Wirtschaft, Technologie",CDU
880,29,männlich,NRW,progressiv,,nie,Klima,Tagesschau,0,False,0.7,"Reisen, Politik, Essen",Linke
881,69,weiblich,Sachsen,progressiv,SPD,gelegentlich,Steuern,YouTube,7,True,0.53,"Essen, Wirtschaft, Politik",SPD
882,67,männlich,NRW,konservativ,,nie,Gesundheit,Telegram,3,False,0.21,"Essen, Sport, Politik",FDP
883,58,weiblich,Sachsen,konservativ,,nie,Migration,FAZ,3,True,0.63,"Politik, Essen, Sport",AfD
884,47,männlich,Hessen,liberal,SPD,immer,Gesundheit,TikTok,4,True,0.82,"Bildung, Essen, Sport",Grüne
885,37,männlich,Hessen,progressiv,,nie,Bildung,TikTok,1,False,0.0,"Bildung, Essen, Reisen",Linke
886,36,männlich,NRW,zentristisch,SPD,immer,Klima,Tagesschau,9,True,0.12,"Klima, Politik, Musik",SPD
887,63,männlich,Hamburg,liberal,,nie,Migration,FAZ,0,True,0.27,"Sport, Politik, Musik",Grüne
888,69,männlich,NRW,progressiv,,nie,Steuern,TikTok,1,False,0.45,"Bildung, Technologie, Politik",Linke
889,31,männlich,Berlin,konservativ,,nie,Sicherheit,Spiegel,3,True,0.63,"Politik, Bildung, Musik",FDP
890,21,männlich,Hamburg,liberal,AfD,gelegentlich,Bildung,YouTube,7,False,0.53,"Musik, Wirtschaft, Essen",FDP
891,48,weiblich,Hamburg,liberal,Die Linke,gelegentlich,Gesundheit,Spiegel,10,True,1.0,"Bildung, Technologie, Reisen",Grüne
892,68,männlich,Hessen,zentristisch,CSU,gelegentlich,Gesundheit,Tagesschau,3,True,0.73,"Politik, Bildung, Technologie",CDU
893,67,weiblich,NRW,konservativ,Die Linke,immer,Bildung,Tagesschau,1,False,0.03,"Politik, Bildung, Klima",AfD
894,22,weiblich,Berlin,zentristisch,CDU,immer,Sicherheit,TikTok,9,True,0.81,"Wirtschaft, Politik, Bildung",CDU
895,20,männlich,Sachsen,progressiv,,nie,Migration,Telegram,0,True,0.26,"Essen, Wirtschaft, Bildung",Linke
896,40,männlich,Sachsen,zentristisch,SPD,immer,Gesundheit,Telegram,5,False,0.31,"Technologie, Politik, Essen",CDU
897,32,männlich,NRW,progressiv,AfD,immer,Gesundheit,FAZ,7,True,0.29,"Politik, Essen, Bildung",SPD
898,45,weiblich,NRW,progressiv,,nie,Klima,Telegram,3,True,0.67,"Musik, Bildung, Wirtschaft",Grüne
899,56,männlich,Hamburg,liberal,,nie,Klima,TikTok,4,True,0.41,"Bildung, Musik, Politik",FDP
900,52,weiblich,Sachsen,liberal,,nie,Gesundheit,YouTube,7,False,0.46,"Sport, Technologie, Musik",FDP
901,62,weiblich,NRW,progressiv,,nie,Steuern,TikTok,6,True,0.25,"Bildung, Politik, Musik",Grüne
902,18,weiblich,Hamburg,progressiv,,nie,Sicherheit,TikTok,3,True,0.1,"Wirtschaft, Bildung, Technologie",Grüne
903,29,weiblich,Hamburg,konservativ,AfD,immer,Klima,Facebook-Gruppen,4,False,0.68,"Sport, Essen, Reisen",FDP
904,64,männlich,Hessen,liberal,CSU,immer,Sicherheit,Facebook-Gruppen,0,True,0.81,"Musik, Technologie, Essen",SPD
905,74,männlich,Hamburg,progressiv,AfD,gelegentlich,Gesundheit,TikTok,4,False,0.57,"Klima, Sport, Essen",SPD
906,50,männlich,Berlin,liberal,FDP,immer,Gesundheit,Tagesschau,3,False,0.3,"Technologie, Politik, Musik",Grüne
907,62,weiblich,Berlin,konservativ,CDU,immer,Steuern,Telegram,5,True,0.89,"Technologie, Reisen, Musik",CDU
908,36,weiblich,Hessen,progressiv,CDU,immer,Sicherheit,TikTok,0,True,0.41,"Musik, Essen, Sport",SPD
909,25,weiblich,Berlin,zentristisch,,nie,Gesundheit,Facebook-Gruppen,1,False,0.67,"Politik, Sport, Musik",SPD
910,21,männlich,Hamburg,liberal,Grüne,gelegentlich,Klima,TikTok,6,True,0.22,"Bildung, Technologie, Musik",FDP
911,44,weiblich,Berlin,zentristisch,SPD,immer,Migration,Spiegel,0,True,0.52,"Wirtschaft, Sport, Klima",FDP
912,50,männlich,Berlin,progressiv,FDP,immer,Steuern,Tagesschau,9,True,0.56,"Politik, Musik, Sport",Grüne
913,56,männlich,Hamburg,liberal,FDP,immer,Steuern,Tagesschau,5,True,0.61,"Wirtschaft, Essen, Technologie",FDP
914,25,männlich,NRW,zentristisch,FDP,immer,Bildung,Facebook-Gruppen,7,False,0.22,"Bildung, Musik, Politik",FDP
915,70,männlich,Hessen,progressiv,,nie,Migration,FAZ,2,True,0.62,"Musik, Essen, Technologie",Grüne
916,54,weiblich,NRW,konservativ,,nie,Migration,Telegram,1,False,0.56,"Klima, Essen, Musik",AfD
917,63,weiblich,Hessen,konservativ,SPD,immer,Gesundheit,TikTok,0,False,0.82,"Technologie, Klima, Wirtschaft",CDU
918,73,männlich,Hamburg,zentristisch,AfD,immer,Sicherheit,Tagesschau,4,False,0.7,"Wirtschaft, Technologie, Essen",CDU
919,27,weiblich,Berlin,konservativ,,nie,Steuern,Facebook-Gruppen,6,True,0.68,"Sport, Technologie, Bildung",CDU
920,72,weiblich,Bayern,liberal,AfD,immer,Klima,TikTok,6,True,0.0,"Essen, Klima, Sport",SPD
921,18,männlich,Bayern,konservativ,,nie,Gesundheit,FAZ,1,True,0.51,"Politik, Wirtschaft, Bildung",FDP
922,49,weiblich,Berlin,konservativ,Grüne,gelegentlich,Bildung,YouTube,4,True,0.71,"Essen, Musik, Klima",AfD
923,45,männlich,Sachsen,konservativ,SPD,gelegentlich,Gesundheit,Telegram,8,False,0.69,"Wirtschaft, Politik, Bildung",FDP
924,59,weiblich,Bayern,zentristisch,CSU,gelegentlich,Klima,TikTok,4,False,0.8,"Politik, Wirtschaft, Essen",SPD
925,68,männlich,Hessen,liberal,,nie,Klima,Spiegel,1,False,0.62,"Bildung, Wirtschaft, Technologie",SPD
926,40,weiblich,Berlin,zentristisch,,nie,Sicherheit,Facebook-Gruppen,5,True,0.19,"Reisen, Technologie, Sport",CDU
927,28,weiblich,Bayern,liberal,CDU,immer,Steuern,Telegram,10,False,0.27,"Essen, Technologie, Klima",Grüne
928,49,weiblich,Bayern,zentristisch,FDP,gelegentlich,Sicherheit,Spiegel,4,True,0.09,"Politik, Reisen, Musik",SPD
929,38,weiblich,Hamburg,liberal,CDU,gelegentlich,Migration,Spiegel,10,True,0.11,"Wirtschaft, Sport, Musik",Grüne
930,42,männlich,Hessen,zentristisch,,nie,Gesundheit,Tagesschau,1,False,0.07,"Essen, Bildung, Politik",SPD
931,23,weiblich,Sachsen,zentristisch,SPD,immer,Steuern,Telegram,10,True,0.3,"Klima, Musik, Technologie",SPD
932,41,weiblich,Bayern,progressiv,AfD,immer,Sicherheit,Facebook-Gruppen,9,False,0.63,"Reisen, Sport, Politik",SPD
933,70,männlich,Hamburg,progressiv,AfD,immer,Klima,TikTok,0,True,0.38,"Politik, Essen, Reisen",SPD
934,75,männlich,Sachsen,liberal,SPD,immer,Bildung,FAZ,8,False,0.49,"Reisen, Wirtschaft, Bildung",FDP
935,29,weiblich,Hessen,progressiv,,nie,Gesundheit,Facebook-Gruppen,0,True,0.27,"Wirtschaft, Sport, Klima",Linke
936,60,männlich,Berlin,zentristisch,,nie,Gesundheit,TikTok,2,True,0.75,"Musik, Klima, Bildung",SPD
937,32,weiblich,NRW,liberal,CDU,gelegentlich,Klima,TikTok,0,True,0.57,"Reisen, Klima, Politik",FDP
938,54,weiblich,NRW,konservativ,,nie,Bildung,YouTube,8,True,0.87,"Bildung, Technologie, Musik",AfD
939,62,weiblich,Hessen,progressiv,Die Linke,immer,Migration,TikTok,0,True,0.48,"Musik, Reisen, Wirtschaft",SPD
940,20,männlich,Sachsen,konservativ,,nie,Sicherheit,Facebook-Gruppen,9,True,0.39,"Essen, Politik, Technologie",FDP
941,59,weiblich,Hessen,liberal,Grüne,gelegentlich,Klima,FAZ,3,True,0.47,"Politik, Bildung, Klima",FDP
942,74,weiblich,NRW,progressiv,SPD,gelegentlich,Klima,Tagesschau,7,True,0.09,"Sport, Technologie, Politik",SPD
